ลำดับ,เลขทะเบียนโรงงาน,FID,TSIC,รหัสประเภท,จำพวก,ปีที่ได้รับอนุญาต,ชื่อโรงงาน,ผู้ประกอบการ,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,รหัสจังหวัด,จังหวัด,รหัสไปรษณีย์,โทรศัพท์,ค่าอาคาร,ค่าที่ดิน,ค่าเครื่องจักร,เงินทุนหมุนเวียน,เงินทุนรวม,ชาย,หญิง,คนงานรวม,แรงม้ารวม,พื้นที่โรงงาน,พื้นที่อาคาร
271,จ3-53(1)-87/61ชบ,2.02E+13,22210,5301,3,61,บริษัท วาซิน เทค จำกัด,บริษัท วาซิน เทค จำกัด,ผลิตผลิตภัณฑ์พลาสติก และชิ้นส่วนเครื่องใช้ไฟฟ้าจากโลหะ,39/31,4,,,ตะเคียนเตี้ย,บางละมุง,20,ชลบุรี,20150,,0,21000000,60000000,10000000,91000000,80,40,120,1541.71,29632,8650
272,จ3-53(1)-61/62ชบ,2.02E+13,22210,5301,3,62,บริษัท ชิน ยอง ไทยเอ็นจิเนียริ่ง จำกัด,บริษัท ชิน ยอง ไทยเอ็นจิเนียริ่ง จำกัด,ผลิตผลิตภัณฑ์พลาสติก และชิ้นส่วนเครื่องใช้ไฟฟ้าจากโลหะ,39/32,4,,,ตะเคียนเตี้ย,บางละมุง,20,ชลบุรี,20150,,0,21000000,50000000,10000000,81000000,80,40,120,1849.2,20604,9403
273,จ3-53(1)-33/57ชบ,2.02E+13,22299,5301,3,57,บริษัท วูจุง จำกัด,บริษัท วูจุง จำกัด,ผลิตเครื่องมือสำหรับจับยึดชิ้นงานจากพลาสติก ตัด แปรรูปกระจก และผลิตชิ้นส่วนกระจกใช้สำหรับเครื่องใช้ไฟฟ้า และอิเล็กทรอนิกส์ทุกชนิด,30-ม.ค.,3,,,เขาไม้แก้ว,บางละมุง,20,ชลบุรี,20150,097-1137090,43810931,6074862,43559084,25000000,118444877,51,20,71,491,48632,3210
274,จ3-53(1)-13/57ชบ,2.02E+13,22210,5301,3,57,บริษัท มานา แพ็คเกจจิ้ง จำกัด,บริษัท มานา แพ็คเกจจิ้ง จำกัด,ผลิตถุงพลาสติก,64/21,1,5,สังกะเปี๋ยว-หนองพลับ,ตะเคียนเตี้ย,บางละมุง,20,ชลบุรี,20150,"086-3554344,086-3553422",6000000,3500000,3000000,1000000,13500000,6,5,11,111.8,4824,504
275,3-53(1)-36/64ชบ,1.02E+13,22210,5301,3,64,บริษัท โกเทค เอ็นจิเนียริ่ง จำกัด,บริษัท โกเทค เอ็นจิเนียริ่ง จำกัด,ผลิตชิ้นส่วนเครื่องใช้ไฟฟ้า อิเล็กทรอนิกส์ ยานยนต์ จากพลาสติก,132/2,1,,,เขาไม้แก้ว,บางละมุง,20,ชลบุรี,20150,,50000000,23000000,40000000,7000000,120000000,57,55,112,1368,41608,9847
276,จ3-53(4)-3/38ชบ,2.02E+13,22220,5304,3,38,บริษัท ซี เอ็ม เอช (ประเทศไทย) จำกัด,บริษัท ซี เอ็ม เอช (ประเทศไทย) จำกัด,ผลิตถังน้ำพลาสติกและถังบำบัดน้ำเสีย,21-ก.พ.,3,,ชัยพรวิถี,หนองปรือ,บางละมุง,20,ชลบุรี,20150,038-783662-4/081-3348156,2640000,0,4000000,10000000,16640000,10,0,10,170,8480,840
277,จ3-53(4)-21/57ชบ,2.02E+13,22220,5304,3,57,บริษัท เอ็น.เอ.เอส.พลาสติก จำกัด,บริษัท เอ็น.เอ.เอส.พลาสติก จำกัด,โรงเป่าขวดพลาสติก และจำหน่ายขวดพลาสติกทุกชนิด,5-มิ.ย.,9,ชากแง้ว,สุขุมวิท,ห้วยใหญ่,บางละมุง,20,ชลบุรี,20150,038-224710,500000,1000000,6000000,2000000,9500000,10,10,20,370,656,420
278,จ3-53(4)-16/56ชบ,2.02E+13,22220,5304,3,56,บริษัท เทพพัฒนา รุ่งเรือง 59 จำกัด,บริษัท เทพพัฒนา รุ่งเรือง 59 จำกัด,ผลิตถุงพลาสติก,26/22,4,,,หนองปลาไหล,บางละมุง,20,ชลบุรี,20150,,7600000,7500000,3000000,23000000,41100000,5,5,10,250,747,680
279,3-53(5)-62/61ชบ,1.02E+13,22230,5305,3,61,บริษัท จิ่วหลงไทย จำกัด,บริษัท จิ่วหลงไทย จำกัด,"ผลิตเม็ดพลาสติก ทำแผ่นพลาสติก ทำเส้นพลาสติก และบดย่อยพลาสติก, ผลิตเส้นใยสังเคราะห์ เส้นใยโพลีเอสเตอร์",999,3,,,ตะเคียนเตี้ย,บางละมุง,20,ชลบุรี,20150,081-9894561,180000000,179000000,6000000,15000000,380000000,95,45,140,39058.91,71988,14352
280,จ3-53(5)-27/63ชบ,2.02E+13,22230,5305,3,63,บริษัท อัศวิน พลาส จำกัด,บริษัท อัศวิน พลาส จำกัด,ผลิตขวดน้ำ,113,1,,,เขาไม้แก้ว,บางละมุง,20,ชลบุรี,20150,,2000000,2000000,4000000,1000000,9000000,7,3,10,440.08,6252,1230
281,จ3-53(5)-30/62ชบ,2.02E+13,22230,5305,3,62,บริษัท ชิง-ฮั่นพลาสติก จำกัด,บริษัท ชิง-ฮั่นพลาสติก จำกัด,ทำเม็ดพลาสติก บด ย่อย พลาสติก,189/65,4,,,หนองปลาไหล,บางละมุง,20,ชลบุรี,20150,081-2943237,7000000,5000000,5000000,3000000,20000000,5,5,10,244.58,3200,960
282,จ3-53(5)-94/62ชบ,2.02E+13,22230,5305,3,62,บริษัท เจแอนด์อาร์ พลาสติก (ไทยแลนด์) จำกัด,บริษัท เจแอนด์อาร์ พลาสติก (ไทยแลนด์) จำกัด,ผลิตภัณฑ์พลาสติกเป็นแผ่น ท่อ หลอด ชิ้นหรือรูปทรงต่างๆ,31/2,4,,,หนองปลาไหล,บางละมุง,20,ชลบุรี,20150,,0,0,30000000,7000000,37000000,10,6,16,1566.33,2950,2000
283,จ3-53(5)-6/46ชบ,2.02E+13,22230,5305,3,46,บริษัท สุภาวุฒิ อินดัสทรี จำกัด,บริษัท สุภาวุฒิ อินดัสทรี จำกัด,ผลิตผลิตภัณฑ์หรือชิ้นส่วนพลาสติก เช่น ชิ้นส่วนเครื่องปรับอากาศ,44/2,8,,,โป่ง,บางละมุง,20,ชลบุรี,20150,038-227301,63366719,55750000,1055248793,177700000,1352065512,262,166,428,12392.02,35809,2466
284,จ3-53(5)-45/61ชบ,2.02E+13,22230,5305,3,61,บริษัท ดี เค พลาสติก (ประเทศไทย) จำกัด,บริษัท ดี เค พลาสติก (ประเทศไทย) จำกัด,ผลิตเม็ดพลาสติก,31/11,4,,,ตะเคียนเตี้ย,บางละมุง,20,ชลบุรี,20150,,20000000,16000000,3000000,10000000,49000000,12,20,32,394.28,7172,864
285,จ3-53(5)-37/62ชบ,2.02E+13,22230,5305,3,62,บริษัท เงินมงคล พลาสติก ซัพพลาย จำกัด,บริษัท เงินมงคล พลาสติก ซัพพลาย จำกัด,ผลิตเม็ดพลาสติก บดย่อยพลาสติก,90/5,4,,,ตะเคียนเตี้ย,บางละมุง,20,ชลบุรี,20150,080-6033908,12000000,4000000,6000000,2000000,24000000,15,5,20,488.05,3200,900
286,จ3-53(5)-1/41ชบ,2.02E+13,22230,5305,3,41,บริษัท แฮงคี้ แพงคี้ ทอยส์ (ประเทศไทย) จำกัด,บริษัท แฮงคี้ แพงคี้ ทอยส์ (ประเทศไทย) จำกัด,ทำผลิตภัณฑ์จากพลาสติก เช่น ของเล่นเด็ก,30,3,,บ้านห้วยใหญ่,ห้วยใหญ่,บางละมุง,20,ชลบุรี,20150,038-239531,5000000,1000000,35000000,8000000,49000000,49,114,163,491.64,4800,1000
287,จ3-53(5)-5/37ชบ,2.02E+13,22230,5305,3,37,บริษัท น้ำดื่มบางละมุง จำกัด,บริษัท น้ำดื่มบางละมุง จำกัด,ทำขวดพลาสติกบรรจุน้ำดื่มและน้ำดื่ม,120/1,2,พัฒนา 2,ชัยพรวิถี,โป่ง,บางละมุง,20,ชลบุรี,20150,249492,2000000,1200000,7000000,1000000,11200000,30,30,60,470.76,2215,888
288,จ3-53(5)-108/62ชบ,2.02E+13,22230,5305,3,62,บริษัท ฉ่างทง จำกัด,บริษัท ฉ่างทง จำกัด,ทำเม็ดพลาสติก บดย่อยพลาสติก และล้างพลาสติก,โฉนดที่ดินเลขที่ 47349,4,,,ตะเคียนเตี้ย,บางละมุง,20,ชลบุรี,20150,,4000000,15000000,10000000,2000000,31000000,15,5,20,354,1598,748
289,3-53(5)-63/55ชบ,1.02E+13,22230,5305,3,55,บริษัท รอยัล อินเตอร์ แพ็ค จำกัด,บริษัท รอยัล อินเตอร์ แพ็ค จำกัด,ผลิตภัณฑ์ชิ้นส่วนพลาสติก เช่น แผ่นพลาสติกและบรรจุภัณฑ์พลาสติก ล้าง บด หรือย่อยพลาสติก,31/2-4,4,,,หนองปลาไหล,บางละมุง,20,ชลบุรี,20150,038-110402-11,70000000,40660000,80000000,5000000,195660000,22,38,60,6307.15,42640,13340
290,จ3-53(5)-48/65ชบ,2.02E+13,22230,5305,3,65,บริษัท สรนัญ พลาสติก จำกัด,บริษัท สรนัญ พลาสติก จำกัด,ผลิตเม็ดพลาสติกรีไซเคิล โม่ ล้างบดย่อยเศษพลาสติกเพื่อจำหน่าย,70/10,1,,,โป่ง,บางละมุง,20,ชลบุรี,20150,,6500000,8000000,5500000,3000000,23000000,7,13,20,471,4000,892
291,จ3-53(5)-107/62ชบ,2.02E+13,22230,5305,3,62,บริษัท ไทยย่า พลาสติก เทรดดิ้ง จำกัด,บริษัท ไทยย่า พลาสติก เทรดดิ้ง จำกัด,ทำเม็ดพลาสติก บดย่อยพลาสติกและล้างพลาสติก,โฉนดที่ดินเลขที่ 47349,4,,,ตะเคียนเตี้ย,บางละมุง,20,ชลบุรี,20150,,4000000,10000000,10000000,2000000,26000000,16,5,21,344,5125,1800
292,จ3-53(5)-106/56ชบ,2.02E+13,22230,5305,3,56,บริษัท เอส.ดับบลิว.ดี.อินเตอร์พลาสท์ จำกัด,บริษัท เอส.ดับบลิว.ดี.อินเตอร์พลาสท์ จำกัด,"การทำพลาสติกเป็นเม็ด, แท่ง, ท่อ, หลอด, แผ่น, ชิ้น. ผง หรือรูปทรงต่างๆ",132,1,,,เขาไม้แก้ว,บางละมุง,20,ชลบุรี,20150,,3800000,3000000,13000000,4000000,23800000,20,0,20,312.74,4800,1371
